author_rank,author_name,author_key,inspire_author_recid,author_type,paper_count,frontier_count,frontiers,first_year,last_year,citable_paper_count,total_citations_on_coauthored_papers,mean_citations_on_coauthored_papers,max_citations_on_coauthored_papers
181,"Kotwal, Ashutosh V.",INSPIRE:1002061,1002061,individual,7,4,EF | IF | NF | TF,2019,2022,7,124,17.714285714285715,55
182,"Geddes, Cameron",INSPIRE:1228232,1228232,individual,7,3,AF | CEF | EF,2022,2022,7,94,13.428571428571429,45
183,"Piot, Philippe",INSPIRE:1019304,1019304,individual,7,3,AF | CEF | CompF,2022,2022,7,48,6.857142857142857,15
184,"Valishev, Alexander",INSPIRE:1035485,1035485,individual,7,7,AF | CompF | EF | IF | NF | RPF | TF,2021,2022,7,44,6.285714285714286,16
185,"Zlobin, Alexander",INSPIRE:981974,981974,individual,7,3,AF | EF | TF,2022,2022,7,40,5.714285714285714,16
186,"Anchordoqui, Luis A.",INSPIRE:1018450,1018450,individual,6,7,AF | CF | EF | IF | NF | RPF | TF,2021,2022,6,2792,465.3333333333333,1594
187,"Dienes, Keith R.",INSPIRE:1011804,1011804,individual,6,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,6,2419,403.1666666666667,1594
188,"Thomas, Brooks",INSPIRE:1023463,1023463,individual,6,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,6,2419,403.1666666666667,1594
189,"Boddy, Kimberly K.",INSPIRE:1209348,1209348,individual,6,3,CF | IF | TF,2022,2022,6,1987,331.1666666666667,1594
190,"Marfatia, Danny",INSPIRE:998825,998825,individual,6,6,CF | EF | IF | NF | RPF | TF,2022,2022,6,1923,320.5,1594
191,"Ishak, Mustapha",INSPIRE:1042288,1042288,individual,6,1,CF,2022,2022,6,1667,277.8333333333333,1594
192,"Co, Raymond T.",INSPIRE:1380376,1380376,individual,6,9,AF | CEF | CF | EF | IF | NF | RPF | TF | UF,2022,2022,6,1213,202.16666666666666,346
193,"O'Hare, C.A.J.",INSPIRE:1422124,1422124,individual,6,7,AF | CF | IF | NF | RPF | TF | UF,2022,2022,6,1109,184.83333333333334,346
194,"Tito D'Agnolo, Raffaele",INSPIRE:1067364,1067364,individual,6,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,6,1086,181.0,422
195,"McFayden, Joshua Angus",INSPIRE:1071859,1071859,individual,6,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2020,2022,6,1047,174.5,422
196,"Reno, Mary Hall",INSPIRE:991963,991963,individual,6,8,AF | CF | EF | IF | NF | RPF | TF | UF,2021,2022,6,1044,174.0,422
197,"Tabrizi, Zahra",INSPIRE:1284021,1284021,individual,6,7,AF | CF | EF | IF | NF | RPF | TF,2021,2022,6,982,163.66666666666666,422
198,"Low, Ian",INSPIRE:999724,999724,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,872,145.33333333333334,293
199,"Resnati, Filippo",INSPIRE:1071267,1071267,individual,6,7,AF | CF | EF | IF | NF | RPF | TF,2021,2022,6,852,142.0,422
200,"Buttazzo, Dario",INSPIRE:1077579,1077579,individual,6,8,AF | CF | EF | IF | NF | RPF | TF | UF,2022,2022,6,830,138.33333333333334,218
201,"Panci, Paolo",INSPIRE:1077958,1077958,individual,6,8,AF | CF | EF | IF | NF | RPF | TF | UF,2022,2022,6,830,138.33333333333334,218
202,"Kilian, Wolfgang",INSPIRE:1002991,1002991,individual,6,7,AF | CF | CompF | EF | IF | NF | TF,2022,2022,6,813,135.5,201
203,"Piccinini, Fluvio",INSPIRE:993440,993440,individual,6,7,AF | CF | CompF | EF | IF | NF | TF,2022,2022,6,813,135.5,201
204,"Winslow, L.A.",INSPIRE:1049005,1049005,individual,6,8,AF | CEF | CF | IF | NF | RPF | TF | UF,2022,2022,6,800,133.33333333333334,346
205,"Krauss, Frank",INSPIRE:1001870,1001870,individual,6,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2020,2022,6,781,130.16666666666666,422
206,"Brdar, Vedran",INSPIRE:1495155,1495155,individual,6,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,6,772,128.66666666666666,422
207,"Asadi, Pouya",INSPIRE:1491320,1491320,individual,6,8,AF | CF | EF | IF | NF | RPF | TF | UF,2022,2022,6,701,116.83333333333333,218
208,"Brinckmann, Thejs",INSPIRE:1406467,1406467,individual,6,4,CF | IF | NF | TF,2022,2022,6,692,115.33333333333333,175
209,"Ristori, Luciano",INSPIRE:1028713,1028713,individual,6,5,AF | EF | IF | RPF | TF,2022,2022,6,674,112.33333333333333,182
210,"Wu, Yongcheng",INSPIRE:1511975,1511975,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,673,112.16666666666667,293
211,"Radicioni, Emilio",INSPIRE:992463,992463,individual,6,5,AF | EF | IF | NF | TF,2022,2022,6,660,110.0,182
212,"Lucchesi, Donatella",INSPIRE:999654,999654,individual,6,5,AF | CompF | EF | IF | TF,2022,2022,6,655,109.16666666666667,182
213,"Sestini, Lorenzo",INSPIRE:1342183,1342183,individual,6,5,AF | CompF | EF | IF | TF,2022,2022,6,655,109.16666666666667,182
214,"Swiatlowski, Maximilian",INSPIRE:1078570,1078570,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,650,108.33333333333333,293
215,"Hoferichter, M.",INSPIRE:1061504,1061504,individual,6,9,AF | CF | CompF | EF | IF | NF | RPF | TF | UF,2022,2022,6,648,108.0,218
216,"Li, Shengchao",INSPIRE:1336663,1336663,individual,6,6,CF | IF | NF | RPF | TF | UF,2022,2022,6,645,107.5,218
217,"Mattelaer, Olivier",INSPIRE:1065036,1065036,individual,6,6,AF | CF | CompF | EF | NF | TF,2020,2022,6,642,107.0,201
218,"Chien, Yang-Ting",INSPIRE:1069708,1069708,individual,6,4,AF | EF | IF | TF,2022,2022,6,633,105.5,182
219,"Drewes, Marco",INSPIRE:1070931,1070931,individual,6,6,CF | EF | IF | NF | RPF | TF,2022,2022,6,633,105.5,343
220,"Koppenburg, Patrick Stefan",INSPIRE:1019544,1019544,individual,6,5,AF | EF | IF | RPF | TF,2022,2022,6,633,105.5,182
221,"Lehnert, Ralf",INSPIRE:1020144,1020144,individual,6,6,AF | CF | IF | NF | RPF | TF,2022,2022,6,630,105.0,261
222,"Chen, Thomas Y.",INSPIRE:2113234,2113234,individual,6,9,AF | CEF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,6,628,104.66666666666667,293
223,"Aime, Chiara",INSPIRE:1757334,1757334,individual,6,4,AF | EF | IF | TF,2022,2022,6,618,103.0,182
224,"Riccardi, Cristina",INSPIRE:1020819,1020819,individual,6,4,AF | EF | IF | TF,2022,2022,6,618,103.0,182
225,"Salvini, Paola",INSPIRE:990505,990505,individual,6,4,AF | EF | IF | TF,2022,2022,6,618,103.0,182
226,"Vai, Ilaria",INSPIRE:1265350,1265350,individual,6,4,AF | EF | IF | TF,2022,2022,6,618,103.0,182
227,"McGinnis, Navin",INSPIRE:1751811,1751811,individual,6,4,AF | EF | IF | TF,2022,2022,6,617,102.83333333333333,182
228,"Krizka, Karol",INSPIRE:1252769,1252769,individual,6,4,AF | EF | IF | TF,2022,2022,6,612,102.0,182
229,"Vryonidou, Eleni",INSPIRE:1077733,1077733,individual,6,4,AF | EF | IF | TF,2022,2022,6,595,99.16666666666667,173
230,"Stolarski, Daniel",INSPIRE:1023964,1023964,individual,6,4,AF | EF | IF | TF,2022,2022,6,588,98.0,182
231,"Shrock, Robert",INSPIRE:988826,988826,individual,6,4,CF | IF | NF | RPF,2022,2022,6,577,96.16666666666667,343
232,"Altmannshofer, Wolfgang",INSPIRE:1048366,1048366,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,566,94.33333333333333,293
233,"Buckley, Andy",INSPIRE:1020132,1020132,individual,6,5,CF | CompF | EF | NF | TF,2020,2022,6,533,88.83333333333333,201
234,"Loverde, Marilena",INSPIRE:1044123,1044123,individual,6,4,CF | IF | NF | TF,2022,2022,6,532,88.66666666666667,172
235,"Formaggio, J.A.",INSPIRE:1019570,1019570,individual,6,4,IF | NF | RPF | UF,2022,2022,6,518,86.33333333333333,153
236,"Gluscevic, Vera",INSPIRE:1317844,1317844,individual,6,3,CF | IF | TF,2022,2022,6,518,86.33333333333333,175
237,"Sarra, Ivano",INSPIRE:1067917,1067917,individual,6,5,AF | EF | IF | RPF | TF,2022,2022,6,503,83.83333333333333,173
238,"Ankowski, A.M.",INSPIRE:1039586,1039586,individual,6,7,CF | CompF | EF | IF | NF | RPF | TF,2022,2022,6,499,83.16666666666667,201
239,"Strube, Jan",INSPIRE:1028388,1028388,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,484,80.66666666666667,293
240,"Tian, Junping",INSPIRE:1057530,1057530,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,479,79.83333333333333,293
241,"Hlozek, Renee",INSPIRE:1043740,1043740,individual,6,3,CF | IF | TF,2022,2022,6,468,78.0,175
242,"Andreopoulos, Costas",INSPIRE:1018380,1018380,individual,6,7,CF | CompF | EF | IF | NF | RPF | TF,2022,2022,6,460,76.66666666666667,201
243,"Kudryavtsev, V.A.",INSPIRE:1001644,1001644,individual,6,5,CF | IF | NF | RPF | UF,2022,2022,6,453,75.5,218
244,"Blondel, Alain",INSPIRE:1016112,1016112,individual,6,6,AF | EF | IF | NF | RPF | TF,2019,2022,6,441,73.5,166
245,"Kravitz, Scott",INSPIRE:1325935,1325935,individual,6,8,CEF | CF | CompF | EF | IF | NF | RPF | UF,2022,2022,6,428,71.33333333333333,218
246,"Rimmer, Robert",INSPIRE:991702,991702,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,425,70.83333333333333,293
247,"Brau, James E.",INSPIRE:1015405,1015405,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,418,69.66666666666667,293
248,"Parno, Diana",INSPIRE:1056239,1056239,individual,6,3,CF | IF | NF,2022,2022,6,406,67.66666666666667,119
249,"Reichenbacher, Juergen",INSPIRE:1270863,1270863,individual,6,5,CF | IF | NF | RPF | UF,2022,2022,6,405,67.5,218
250,"Koerner, Lisa W.",INSPIRE:1049003,1049003,individual,6,4,CF | IF | NF | RPF,2022,2022,6,401,66.83333333333333,153
251,"Fan, Alden",INSPIRE:1224634,1224634,individual,6,7,CF | CompF | EF | IF | NF | RPF | UF,2022,2022,6,395,65.83333333333333,218
252,"Spitz, Josh",INSPIRE:1054783,1054783,individual,6,6,AF | CEF | CF | IF | NF | RPF,2022,2022,6,391,65.16666666666667,153
253,"Karagiorgi, Georgia",INSPIRE:1045453,1045453,individual,6,6,CF | CompF | EF | IF | NF | RPF,2022,2022,6,380,63.333333333333336,153
254,"Esarey, Eric",INSPIRE:1010606,1010606,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,374,62.333333333333336,293
255,"Bersani, A.",INSPIRE:1049763,1049763,individual,6,6,AF | CF | EF | IF | NF | RPF,2022,2022,6,372,62.0,114
256,"Liepe, Matthias",INSPIRE:1000255,1000255,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,368,61.333333333333336,293
257,"Yamamoto, Akira",INSPIRE:982905,982905,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,6,357,59.5,293
258,"Wechsler, Risa H.",INSPIRE:1021073,1021073,individual,6,2,CF | TF,2022,2022,6,350,58.333333333333336,121
259,"Knapen, Simon",INSPIRE:1067356,1067356,individual,6,6,AF | CF | CompF | EF | RPF | TF,2022,2022,6,341,56.833333333333336,175
260,"Huber, Patrick",INSPIRE:1005379,1005379,individual,6,6,AF | CF | EF | IF | NF | TF,2021,2022,6,331,55.166666666666664,142
261,"Mastbaum, A.",INSPIRE:1383820,1383820,individual,6,7,AF | CEF | CF | IF | NF | RPF | UF,2022,2022,6,331,55.166666666666664,153
262,"Shaevitz, Michael",INSPIRE:989189,989189,individual,6,7,AF | CEF | CF | IF | NF | RPF | TF,2022,2022,6,314,52.333333333333336,153
263,"Rosero, Richard",INSPIRE:1329904,1329904,individual,6,7,AF | CEF | CF | IF | NF | RPF | UF,2022,2022,6,279,46.5,218
264,"Barbeau, Phillip S.",INSPIRE:1019366,1019366,individual,6,3,CF | IF | NF,2022,2022,6,273,45.5,119
265,"Gann, Gabriel D. Orebi",INSPIRE:1041501,1041501,individual,6,5,AF | CEF | IF | NF | UF,2022,2022,6,267,44.5,153
266,"Fields, Laura J.",INSPIRE:1029081,1029081,individual,6,8,AF | CF | EF | IF | NF | RPF | TF | UF,2022,2022,6,264,44.0,82
267,"Hedges, Sam",INSPIRE:1360236,1360236,individual,6,4,CEF | CF | IF | NF,2022,2022,6,259,43.166666666666664,119
268,"Kim, Alex G.",INSPIRE:1022162,1022162,individual,6,2,CEF | CF,2022,2022,6,251,41.833333333333336,121
269,"Kutter, T.",INSPIRE:1032883,1032883,individual,6,7,AF | CEF | CF | IF | NF | RPF | UF,2022,2022,6,239,39.833333333333336,82
270,"Kobilarcik, Tom",INSPIRE:1049451,1049451,individual,6,6,AF | CF | IF | NF | RPF | TF,2022,2022,6,233,38.833333333333336,82
271,"Conley, Erin",INSPIRE:1684102,1684102,individual,6,5,CEF | CF | IF | NF | RPF,2022,2022,6,231,38.5,82
272,"Bowden, Nathaniel",INSPIRE:1020000,1020000,individual,6,3,CF | IF | NF,2021,2022,6,229,38.166666666666664,153
273,"Smy, Michael",INSPIRE:1022172,1022172,individual,6,7,AF | CEF | CF | IF | NF | RPF | UF,2022,2022,6,226,37.666666666666664,82
274,"Guffanti, Daniele",INSPIRE:1424157,1424157,individual,6,7,AF | CEF | CF | IF | NF | RPF | UF,2022,2022,6,201,33.5,82
275,"Terranova, Francesco",INSPIRE:986316,986316,individual,6,6,AF | CF | IF | NF | RPF | UF,2022,2022,6,198,33.0,82
276,"Eno, Sarah",INSPIRE:1010707,1010707,individual,6,6,AF | EF | IF | NF | RPF | TF,2022,2022,6,196,32.666666666666664,166
277,"Nishimura, K.A.",INSPIRE:1073870,1073870,individual,6,8,AF | CEF | CF | EF | IF | NF | RPF | UF,2022,2022,6,195,32.5,82
278,"Strauss, T.",INSPIRE:1056547,1056547,individual,6,5,AF | CF | IF | NF | RPF,2022,2022,6,194,32.333333333333336,82
279,"Church, Eric",INSPIRE:1013506,1013506,individual,6,5,CF | IF | NF | RPF | UF,2022,2022,6,183,30.5,82
280,"Pronskikh, Vitaly",INSPIRE:1021131,1021131,individual,6,4,AF | CEF | NF | RPF,2022,2022,6,174,29.0,62
281,"Zhang, C.",INSPIRE:982225,982225,individual,6,4,CF | IF | NF | RPF,2022,2022,6,164,27.333333333333332,82
282,"Suter, Louise",INSPIRE:1059291,1059291,individual,6,5,CEF | CF | IF | NF | RPF,2022,2022,6,158,26.333333333333332,82
283,"Stewart, Graeme Andrew",INSPIRE:1071083,1071083,individual,6,6,CF | CompF | EF | NF | RPF | TF,2020,2022,6,157,26.166666666666668,97
284,"Newman, Harvey",INSPIRE:995794,995794,individual,6,5,AF | CEF | CompF | EF | IF,2022,2022,6,144,24.0,114
285,"Jing, Chunguang",INSPIRE:1033273,1033273,individual,6,2,AF | CEF,2022,2022,6,110,18.333333333333332,45
286,"Hsu, Shih-Chieh",INSPIRE:1028683,1028683,individual,6,6,CEF | CF | CompF | EF | IF | NF,2020,2022,6,108,18.0,32
287,"Eldred, Jeffrey S.",INSPIRE:1068198,1068198,individual,6,4,AF | NF | RPF | TF,2021,2022,6,96,16.0,32
288,"Laycock, P.J.",INSPIRE:1032461,1032461,individual,6,5,AF | CEF | CompF | EF | RPF,2020,2022,6,86,14.333333333333334,48
289,"Bruhwiler, David",INSPIRE:1031733,1031733,individual,6,3,AF | CEF | CompF,2022,2022,6,85,14.166666666666666,45
290,"Prescod-Weinstein, Chanda",INSPIRE:1062971,1062971,individual,6,2,CEF | CF,2022,2022,6,62,10.333333333333334,25
291,"Kashikhin, Vadim",INSPIRE:1048261,1048261,individual,6,2,AF | RPF,2022,2022,6,59,9.833333333333334,36
292,"Esquivel, Jessica N.",INSPIRE:1068194,1068194,individual,6,1,CEF,2022,2022,6,34,5.666666666666667,7
293,"Ferracin, Paolo",INSPIRE:1075198,1075198,individual,6,1,AF,2022,2022,6,24,4.0,7
294,"Wang, Xiaorong",INSPIRE:1501856,1501856,individual,6,2,AF | IF,2022,2022,6,23,3.8333333333333335,7
295,"Berlin, Asher",INSPIRE:1252636,1252636,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,5,2476,495.2,1594
296,"Klasen, Michael",INSPIRE:1002697,1002697,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2021,2022,5,2297,459.4,1594
297,"Mukherjee, Suvodip",INSPIRE:1285435,1285435,individual,5,3,CF | IF | TF,2022,2022,5,2021,404.2,1594
298,"Nath, Pran",INSPIRE:996010,996010,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2021,2022,5,1970,394.0,1594
299,"Hobbs, Timothy J.",INSPIRE:1057163,1057163,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,5,1096,219.2,422
300,"Ritz, Adam",INSPIRE:991642,991642,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2021,2022,5,1071,214.2,422
301,"Sinha, Kuver",INSPIRE:1024959,1024959,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,5,1037,207.4,422
302,"Temples, Dylan J.",INSPIRE:1492447,1492447,individual,5,7,AF | CF | IF | NF | RPF | TF | UF,2022,2022,5,1028,205.6,346
303,"Trojanowski, Sebastian",INSPIRE:1274268,1274268,individual,5,9,AF | CF | CompF | EF | IF | NF | RPF | TF | UF,2021,2022,5,1027,205.4,422
304,"Sjöstrand, Torbjörn",INSPIRE:988491,988491,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2021,2022,5,1017,203.4,422
305,"Kulkarni, Suchita",INSPIRE:1063310,1063310,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,5,982,196.4,422
306,"Klein, Spencer Robert",INSPIRE:1002668,1002668,individual,5,9,AF | CF | CompF | EF | IF | NF | RPF | TF | UF,2022,2022,5,963,192.6,422
307,"Plätzer, Simon",INSPIRE:1051742,1051742,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2020,2022,5,941,188.2,422
308,"Gu, Jiayin",INSPIRE:1274618,1274618,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,921,184.2,293
309,"Plestid, Ryan",INSPIRE:1673635,1673635,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2022,2022,5,907,181.4,422
310,"Schuster, Philip",INSPIRE:1041298,1041298,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,897,179.4,346
311,"Ismail, Ahmed",INSPIRE:1128487,1128487,individual,5,8,AF | CF | EF | IF | NF | RPF | TF | UF,2021,2022,5,888,177.6,422
312,"Alves, Daniele S.M.",INSPIRE:1069817,1069817,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,866,173.2,293
313,"Budker, Dmitry",INSPIRE:1053648,1053648,individual,5,5,AF | CF | IF | RPF | TF,2022,2022,5,765,153.0,346
314,"Petriello, Frank",INSPIRE:1019717,1019717,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,765,153.0,293
315,"Katori, Teppei",INSPIRE:1021216,1021216,individual,5,6,CF | CompF | EF | IF | NF | TF,2022,2022,5,764,152.8,201
316,"Shoemaker, Ian M.",INSPIRE:1058668,1058668,individual,5,5,CF | IF | NF | RPF | TF,2022,2022,5,711,142.2,343
317,"Ouellet, J.L.",INSPIRE:1258808,1258808,individual,5,8,AF | CEF | CF | IF | NF | RPF | TF | UF,2022,2022,5,681,136.2,346
318,"Bian, Jianming",INSPIRE:1067263,1067263,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,5,636,127.2,422
319,"Kurinsky, N.A.",INSPIRE:1622031,1622031,individual,5,7,AF | CF | IF | NF | RPF | TF | UF,2022,2022,5,632,126.4,346
320,"Grohsjean, Alexander",INSPIRE:1050762,1050762,individual,5,9,AF | CEF | CF | CompF | EF | IF | NF | RPF | TF,2020,2022,5,631,126.2,293
321,"Stachurska, Juliana",INSPIRE:1829699,1829699,individual,5,6,CF | EF | IF | NF | TF | UF,2022,2022,5,625,125.0,196
322,"Flauger, Raphael",INSPIRE:1046966,1046966,individual,5,3,CF | IF | TF,2022,2022,5,615,123.0,320
323,"Gori, Stefania",INSPIRE:1059119,1059119,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,613,122.6,293
324,"Bartosik, Nazar",INSPIRE:1073143,1073143,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
325,"Bertolin, Alessandro",INSPIRE:1029828,1029828,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
326,"Capdevilla Roldan, Rodolfo Mario",INSPIRE:1275234,1275234,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
327,"Casarsa, Massimo",INSPIRE:1057458,1057458,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
328,"Castelli, Luca",INSPIRE:2068126,2068126,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
329,"Catanesi, Maria Gabriella",INSPIRE:1014281,1014281,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
330,"Cerri, Alessandro",INSPIRE:1021757,1021757,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
331,"Denizli, Haluk",INSPIRE:1012025,1012025,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
332,"Dorigo, Tommaso",INSPIRE:1011508,1011508,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
333,"Glioti, Alfredo",INSPIRE:1706734,1706734,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
334,"Greljo, Admir",INSPIRE:1198373,1198373,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
335,"Hermanek, Keith",INSPIRE:1912097,1912097,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
336,"Mahmoud Mohammed, Mohammed Attia",INSPIRE:1067349,1067349,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
337,"Marzocca, David",INSPIRE:1078065,1078065,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
338,"Mele, Barbara",INSPIRE:997877,997877,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
339,"Meloni, Federico",INSPIRE:1074063,1074063,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
340,"Merlassino, Claudia",INSPIRE:1461119,1461119,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
341,"Montella, Alessandro",INSPIRE:2049482,2049482,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
342,"Nardi, Federico",INSPIRE:2051181,2051181,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
343,"Paradisi, Paride",INSPIRE:1023838,1023838,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
344,"Sala, Filippo",INSPIRE:1072232,1072232,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
345,"Senol, Abdulkadir",INSPIRE:1019799,1019799,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
346,"Torre, Riccardo",INSPIRE:1064514,1064514,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
347,"Trifinopoulos, Sokratis",INSPIRE:1778841,1778841,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
348,"Wulzer, Andrea",INSPIRE:1037622,1037622,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
349,"Šalko, Jakub",INSPIRE:1885424,1885424,individual,5,4,AF | EF | IF | TF,2022,2022,5,612,122.4,182
350,"Zupan, Jure",INSPIRE:1020959,1020959,individual,5,6,CF | IF | NF | RPF | TF | UF,2021,2022,5,611,122.2,218
351,"Gabrielli, Emidio",INSPIRE:1009120,1009120,individual,5,5,AF | EF | IF | RPF | TF,2022,2022,5,605,121.0,175
352,"Deandrea, Aldo",INSPIRE:1012237,1012237,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,594,118.8,293
353,"Nagai, Daisuke",INSPIRE:1019410,1019410,individual,5,4,CF | IF | NF | TF,2019,2022,5,585,117.0,175
354,"Prestel, Stefan",INSPIRE:1058764,1058764,individual,5,8,AF | CF | CompF | EF | IF | NF | RPF | TF,2020,2022,5,571,114.2,201
355,"Simon, Frank",INSPIRE:1030137,1030137,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,570,114.0,293
356,"Kumar, Jason",INSPIRE:1001573,1001573,individual,5,7,AF | CF | EF | IF | NF | RPF | TF,2022,2022,5,561,112.2,422
357,"Zheng, Ya-Juan",INSPIRE:1066114,1066114,individual,5,8,AF | CEF | CF | EF | IF | NF | RPF | TF,2022,2022,5,560,112.0,293
358,"Akerib, Daniel",INSPIRE:1018797,1018797,individual,5,6,CF | CompF | IF | NF | RPF | UF,2022,2022,5,553,110.6,218
